ID,FID_Grilla,ROW,COL,LAT,LON,AREA,Dias,Seg,PM25(g/proyecto),PM25 (E(g/d)),PM25(g),PM25(t),PM10(g/proyecto),PM10 (E(g/d)),PM10(g),PM10(t)
166,2465,34,28,4.656898,-74.152908,34477.92,832,32947200,4543803.7033,5461.302528,1425399.95981,1.42539995981,14767362.0357,17749.233216,4632549.86938,4.63254986938
167,2465,34,28,4.656898,-74.152908,22965.47,324,12830400,1178624.66515,3637.730448,734821.550496,0.734821550496,3830530.16174,11822.623956,2388170.03911,2.38817003911
168,2448,34,39,4.656898,-74.05397,4084.04,345,13662000,223184.61792,646.911936,88626.935232,0.088626935232,725350.00824,2102.463792,288037.539504,0.288037539504
169,2465,34,28,4.656898,-74.152908,20917.71,525,20790000,1739516.7636,3313.365264,864788.333904,0.864788333904,5653429.4817,10768.437108,2810562.08519,2.81056208519
170,2448,34,39,4.656898,-74.05397,4274.0,587,23245200,397399.9392,677.0016,176697.4176,0.1766974176,1291549.8024,2200.2552,574266.6072,0.5742666072
171,2459,34,31,4.656898,-74.125923,58523.93,694,27482400,6433512.21533,9270.190512,2419519.72363,2.41951972363,20908914.6998,30128.119164,7863439.1018,7.8634391018
172,2448,34,39,4.656898,-74.05397,260.0,115,4554000,4736.16,41.184,4736.16,0.00473616,15392.52,133.848,15392.52,0.01539252
173,2445,34,40,4.656898,-74.044975,465359.0,334,13226400,24620097.1104,73712.8656,17543662.0128,17.5436620128,80015315.6088,239566.8132,57016901.5416,57.0169015416
174,2445,34,40,4.656898,-74.044975,4274.0,478,18928800,323606.7648,677.0016,176697.4176,0.1766974176,1051721.9856,2200.2552,574266.6072,0.5742666072
175,2456,34,33,4.656898,-74.107941,55760.0,587,23245200,5184609.408,8832.384,2305252.224,2.305252224,16849980.576,28705.248,7492069.728,7.492069728
176,413,34,32,4.656898,-74.116936,38776.47,179,7088400,1099452.51979,6142.192848,792342.877392,0.792342877392,3573220.68932,19962.126756,2575114.35152,2.57511435152
177,413,34,32,4.656898,-74.116936,38776.47,179,7088400,1099452.51979,6142.192848,792342.877392,0.792342877392,3573220.68932,19962.126756,2575114.35152,2.57511435152
178,74,34,36,4.656898,-74.080956,4501.0,543,21502800,387136.4112,712.9584,186082.1424,0.1860821424,1258193.3364,2317.1148,604766.9628,0.6047669628
179,2445,34,40,4.656898,-74.044975,29831.17,611,24195600,2887132.22741,4725.257328,1233292.16261,1.23329216261,9383179.73908,15357.086316,4008199.52848,4.00819952848
180,413,34,32,4.656898,-74.116936,24878.63,491,19443600,1934920.52107,3940.774992,1012779.17294,1.01277917294,6288491.69348,12807.518724,3291532.31207,3.29153231207
181,2456,34,33,4.656898,-74.107941,6012.99,521,20631600,496230.417936,952.457616,248591.437776,0.248591437776,1612748.85829,3095.487252,807922.172772,0.807922172772
182,2448,34,39,4.656898,-74.05397,23385.83,542,21463200,2007738.98582,3704.315472,881627.082336,0.881627082336,6525151.70393,12039.025284,2865288.01759,2.86528801759
183,2446,35,39,4.665855,-74.05397,1016.37,196,7761600,31554.629568,160.993008,24792.923232,0.024792923232,102552.546096,523.227276,80577.000504,0.080577000504
184,2446,35,39,4.665855,-74.05397,1016.37,196,7761600,31554.629568,160.993008,24792.923232,0.024792923232,102552.546096,523.227276,80577.000504,0.080577000504
185,2446,35,39,4.665855,-74.05397,11931.13,654,25898400,1235988.70877,1889.890992,493261.548912,0.493261548912,4016963.3035,6142.145724,1603100.03396,1.60310003396
186,2444,35,40,4.665855,-74.044975,9434.45,617,24433200,922055.21496,1494.41688,390042.80568,0.39004280568,2996679.44862,4856.85486,1267639.11846,1.26763911846
187,2444,35,40,4.665855,-74.044975,1873.05,304,12038400,90194.10048,296.69112,57854.7684,0.0578547684,293130.82656,964.24614,188027.9973,0.1880279973
188,2446,35,39,4.665855,-74.05397,3055.62,523,20710800,253137.338784,484.010208,126326.664288,0.126326664288,822696.351048,1573.033176,410561.658936,0.410561658936
189,2460,35,30,4.665855,-74.134918,24396.19,584,23126400,2256784.19366,3864.356496,1008597.04546,1.00859704546,7334548.62941,12559.158612,3277940.39773,3.27794039773
190,2457,35,32,4.665855,-74.116936,17603.0,303,11998800,844859.5056,2788.3152,195182.064,0.195182064,2745793.3932,9062.0244,634341.708,0.634341708
191,2457,35,32,4.665855,-74.116936,39435.53,783,31006800,4891078.36642,6246.587952,1630359.45547,1.63035945547,15896004.6909,20301.410844,5298668.23028,5.29866823028
192,2447,35,38,4.665855,-74.062965,6359.79,335,13266000,337475.89656,1007.390736,174278.597328,0.174278597328,1096796.66382,3274.019892,566405.441316,0.566405441316
193,2457,35,32,4.665855,-74.116936,15472.69,405,16038000,992604.00888,2450.874096,639678.139056,0.639678139056,3225963.02886,7965.340812,2078953.95193,2.07895395193
194,2446,35,39,4.665855,-74.05397,2968.0,360,14256000,169247.232,470.1312,20215.6416,0.0202156416,550053.504,1527.9264,65700.8352,0.0657008352
195,2444,35,40,4.665855,-74.044975,23909.56,1565,61974000,5927084.28576,3787.274304,3787.274304,0.003787274304,19263023.9287,12308.641488,12308.641488,0.012308641488
196,2444,35,40,4.665855,-74.044975,5.564,509,20156400,448.6008384,0.8813376,229.147776,0.000229147776,1457.9527248,2.8643472,744.730272,0.000744730272
197,2444,35,40,4.665855,-74.044975,327727.0,155,6138000,8046353.304,51911.9568,8046353.304,8.046353304,26150648.238,168713.8596,26150648.238,26.150648238
198,2449,35,37,4.665855,-74.07196,439859.0,309,12236400,21529162.6704,69673.6656,7803450.5472,7.8034505472,69969778.6788,226439.4132,25361214.2784,25.3612142784
199,2454,35,33,4.665855,-74.107941,21413.97,523,20710800,1774001.7995,3391.972848,885304.913328,0.885304913328,5765505.84839,11023.911756,2877240.96832,2.87724096832
200,2446,35,39,4.665855,-74.05397,1180.92,523,20710800,97831.191744,187.057728,44519.739264,0.044519739264,317951.373168,607.937616,144689.152608,0.144689152608
201,2446,35,39,4.665855,-74.05397,38498.0,782,30967200,4768701.0624,6098.0832,1591599.7152,1.5915997152,15498278.4528,19818.7704,5172699.0744,5.1726990744
202,2446,35,39,4.665855,-74.05397,3500.0,459,18176400,254469.6,554.4,140263.2,0.1402632,827026.2,1801.8,455855.4,0.4558554
203,2446,35,39,4.665855,-74.05397,11577.4,523,20710800,959108.86368,1833.86016,478637.50176,0.47863750176,3117103.80696,5960.04552,1555571.88072,1.55557188072
204,2446,35,39,4.665855,-74.05397,11577.4,522,20671200,957275.00352,1833.86016,478637.50176,0.47863750176,3111143.76144,5960.04552,1555571.88072,1.55557188072
205,2454,35,33,4.665855,-74.107941,1271.99,261,10335600,52587.119376,201.483216,43923.341088,0.043923341088,170908.137972,654.820452,142750.858536,0.142750858536
206,2446,35,39,4.665855,-74.05397,12387.53,598,23680800,1173386.4817,1962.184752,43168.064544,0.043168064544,3813506.06551,6377.100444,140296.209768,0.140296209768
207,2447,35,38,4.665855,-74.062965,6920.0,510,20196000,559025.28,1096.128,178668.864,0.178668864,1816832.16,3562.416,580673.808,0.580673808
208,2446,35,39,4.665855,-74.05397,7480.0,449,17780400,531989.568,1184.832,222748.416,0.222748416,1728966.096,3850.704,723932.352,0.723932352
209,2457,35,32,4.665855,-74.116936,1700.3,283,11206800,76219.68816,269.32752,55481.46912,0.05548146912,247713.98652,875.31444,180314.77464,0.18031477464
210,2461,35,29,4.665855,-74.143913,17320.37,319,12632400,875191.367952,2743.546608,293559.487056,0.293559487056,2844371.94584,8916.526476,954068.332932,0.954068332932
211,2446,35,39,4.665855,-74.05397,9303.03,490,19404000,722063.97648,1473.599952,319771.189584,0.319771189584,2346707.92356,4789.199844,1039256.36615,1.03925636615
212,2457,35,32,4.665855,-74.116936,21849.0,695,27522000,2405312.712,3460.8816,903290.0976,0.9032900976,7817266.314,11247.8652,2935692.8172,2.9356928172
213,2565,36,39,4.67482,-74.05397,9114.46,274,10850400,395582.147136,1443.730464,255540.292128,0.255540292128,1285641.97819,4692.124008,830505.949416,0.830505949416
214,2568,36,40,4.67482,-74.044975,2317.56,370,14652000,135827.55648,367.101504,95813.492544,0.095813492544,441439.55856,1193.079888,311393.850768,0.311393850768
215,2568,36,40,4.67482,-74.044975,1329.55,413,16354800,86978.09736,210.60072,54966.78792,0.05496678792,282678.81642,684.45234,178642.06074,0.17864206074
216,2565,36,39,4.67482,-74.05397,4052.0,393,15562800,252241.8624,641.8368,127083.6864,0.1270836864,819786.0528,2085.9696,413021.9808,0.4130219808
217,2565,36,39,4.67482,-74.05397,4052.43,398,15760800,255478.154976,641.904912,130306.697136,0.130306697136,830304.003672,2086.190964,423496.765692,0.423496765692
218,393,36,34,4.67482,-74.098946,497.22,173,6850800,13625.419104,78.759648,13625.419104,0.013625419104,44282.612088,255.968856,44282.612088,0.044282612088
219,2565,36,39,4.67482,-74.05397,7109.5,524,20750400,590099.8752,1126.1448,280410.0552,0.2804100552,1917824.5944,3659.9706,911332.6794,0.9113326794
220,2565,36,39,4.67482,-74.05397,2938.94,407,16117200,189469.935072,465.528096,108933.574464,0.108933574464,615777.288984,1512.966312,354034.117008,0.354034117008
221,2565,36,39,4.67482,-74.05397,1790.0,374,14810400,106042.464,283.536,6237.792,0.006237792,344638.008,921.492,20272.824,0.020272824
222,394,36,38,4.67482,-74.062965,7050.0,456,18057600,509224.32,1116.72,291463.92,0.29146392,1654979.04,3629.34,947257.74,0.94725774
223,2554,36,31,4.67482,-74.125923,17366.0,316,12513600,869244.7104,2750.7744,118283.2992,0.1182832992,2825045.3088,8940.0168,384420.7224,0.3844207224
224,2565,36,39,4.67482,-74.05397,6351.0,517,20473200,520101.1728,1005.9984,262565.5824,0.2625655824,1690328.8116,3269.4948,853338.1428,0.8533381428
225,393,36,34,4.67482,-74.098946,11116.0,452,17899200,795870.0288,1760.7744,459562.1184,0.4595621184,2586577.5936,5722.5168,1493576.8848,1.4935768848
226,14,36,36,4.67482,-74.080956,20531.86,685,27126000,2227788.93744,3252.246624,708989.764032,0.708989764032,7240314.04668,10569.801528,2304216.7331,2.3042167331
227,2568,36,40,4.67482,-74.044975,8543.08,415,16434000,561587.90688,1353.223872,295002.804096,0.295002804096,1825160.69736,4397.977584,958759.113312,0.958759113312
228,2568,36,40,4.67482,-74.044975,2963.76,370,14652000,173700.04608,469.459584,122528.951424,0.122528951424,564525.14976,1525.743648,398219.092128,0.398219092128
229,2565,36,39,4.67482,-74.05397,5.332,349,13820400,294.7614912,0.8445888,21.11472,2.111472e-05,957.9748464,2.7449136,68.62284,6.862284e-05
230,2565,36,39,4.67482,-74.05397,5.332,349,13820400,294.7614912,0.8445888,21.11472,2.111472e-05,957.9748464,2.7449136,68.62284,6.862284e-05
231,2565,36,39,4.67482,-74.05397,3093.0,318,12592800,155798.1216,489.9312,127872.0432,0.1278720432,506343.8952,1592.2764,415584.1404,0.4155841404
232,2565,36,39,4.67482,-74.05397,9.876,514,20354400,804.0802176,1.5643584,168.9507072,0.0001689507072,2613.2607072,5.0841648,549.0897984,0.0005490897984
233,2562,36,37,4.67482,-74.07196,2955.0,85,3366000,39786.12,468.072,39786.12,0.03978612,129304.89,1521.234,129304.89,0.12930489
234,2565,36,39,4.67482,-74.05397,21818.0,561,22215600,1938799.8432,3455.9712,902008.4832,0.9020084832,6301099.4904,11231.9064,2931527.5704,2.9315275704
235,2565,36,39,4.67482,-74.05397,936359.0,408,16156800,60514260.3648,148319.2656,38711328.3216,38.7113283216,196671346.186,482037.6132,125811817.045,125.811817045
236,2568,36,40,4.67482,-74.044975,6017.0,443,17542800,422220.1104,953.0928,236367.0144,0.2363670144,1372215.3588,3097.5516,768192.7968,0.7681927968
237,2559,36,33,4.67482,-74.107941,26498.58,420,16632000,1762897.53024,4197.375072,936014.641056,0.936014641056,5729416.97328,13641.468984,3042047.58343,3.04204758343
238,2565,36,39,4.67482,-74.05397,9203.04,500,19800000,728880.768,1457.761536,317792.014848,0.317792014848,2368862.496,4737.724992,1032824.04826,1.03282404826
239,2565,36,39,4.67482,-74.05397,582.0,136,5385600,12537.6768,92.1888,12537.6768,0.0125376768,40747.4496,299.6136,40747.4496,0.0407474496
240,2554,36,31,4.67482,-74.125923,3691.56,100,3960000,58474.3104,584.743104,13449.091392,0.013449091392,190041.5088,1900.415088,43709.547024,0.043709547024
241,2565,36,39,4.67482,-74.05397,10273.24,456,18057600,742040.234496,1627.281216,424720.397376,0.424720397376,2411630.76211,5288.663952,1380341.29147,1.38034129147
242,2568,36,40,4.67482,-74.044975,11.0,783,31006800,1364.2992,1.7424,294.4656,0.0002944656,4433.9724,5.6628,957.0132,0.0009570132
243,2559,36,33,4.67482,-74.107941,36209.43,511,20235600,2930878.16683,5735.573712,367076.717568,0.367076717568,9525354.0422,18640.614564,1192999.3321,1.1929993321
244,2565,36,39,4.67482,-74.05397,3920.0,284,11246400,176343.552,620.928,20490.624,0.020490624,573116.544,2018.016,66594.528,0.066594528
245,2565,36,39,4.67482,-74.05397,10.187,393,15562800,634.1529744,1.6136208,421.1550288,0.0004211550288,2060.9971668,5.2442676,1368.7538436,0.0013687538436
246,2565,36,39,4.67482,-74.05397,4527.23,388,15364800,278239.934016,717.113232,61671.737952,0.061671737952,904279.785552,2330.618004,200433.148344,0.200433148344
247,2551,36,29,4.67482,-74.143913,2579.86,240,9504000,98075.95776,408.649824,44134.180992,0.044134180992,318746.86272,1328.111928,143436.088224,0.143436088224
248,2565,36,39,4.67482,-74.05397,27.0,358,14176800,1531.0944,4.2768,1086.3072,0.0010863072,4976.0568,13.8996,3530.4984,0.0035304984
249,2565,36,39,4.67482,-74.05397,2933.84,522,20671200,242583.973632,464.720256,121291.986816,0.121291986816,788397.914304,1510.340832,394198.957152,0.394198957152
250,2568,36,40,4.67482,-74.044975,3822.51,929,36788400,562496.107536,605.485584,38751.077376,0.038751077376,1828112.34949,1967.828148,125941.001472,0.125941001472
251,393,36,34,4.67482,-74.098946,76.32,367,14533200,4436.695296,12.089088,2091.412224,0.002091412224,14419.259712,39.289536,6797.089728,0.006797089728
252,395,36,41,4.67482,-74.03598,7160.0,523,20710800,593157.312,1134.144,269926.272,0.269926272,1927761.264,3685.968,877260.384,0.877260384
253,2568,36,40,4.67482,-74.044975,12271.9,451,17859600,876684.90096,1943.86896,507349.79856,0.50734979856,2849225.92812,6317.57412,1648886.84532,1.64888684532
254,392,36,32,4.67482,-74.116936,41122.0,427,16909200,2781360.4896,6513.7248,651372.48,0.65137248,9039421.5912,21169.6056,2116960.56,2.11696056
255,2553,37,31,4.683784,-74.125923,141788.0,877,34729200,19696735.2384,22459.2192,3436260.5376,3.4362605376,64014389.5248,72992.4624,11167846.7472,11.1678467472
256,2561,37,36,4.683784,-74.080956,38311.58,386,15285600,2342461.94899,6068.554272,655403.861376,0.655403861376,7613001.33422,19722.801384,2130062.54947,2.13006254947
257,2563,37,39,4.683784,-74.05397,13390.22,511,20235600,1083836.54333,2121.010848,273610.399392,0.273610399392,3522468.76582,6893.285256,889233.798024,0.889233798024
258,2564,37,38,4.683784,-74.062965,2845.0,250,9900000,112662.0,450.648,112662.0,0.112662,366151.5,1464.606,366151.5,0.3661515
259,2567,37,40,4.683784,-74.044975,5449.47,523,20710800,451451.533104,863.196048,225294.168528,0.225294168528,1467217.48259,2805.387156,732206.047716,0.732206047716
260,2567,37,40,4.683784,-74.044975,18104.0,534,21146400,1531337.7024,2867.6736,725521.4208,0.7255214208,4976847.5328,9319.9392,2357944.6176,2.3579446176
261,2564,37,38,4.683784,-74.062965,2425.0,740,29304000,284248.8,384.12,79128.72,0.07912872,923808.6,1248.39,257168.34,0.25716834
262,2567,37,40,4.683784,-74.044975,10256.7,523,20710800,849697.84944,1624.66128,411039.30384,0.41103930384,2761518.01068,5280.14916,1335877.73748,1.33587773748
263,2567,37,40,4.683784,-74.044975,9661.0,492,19483200,752908.7808,1530.3024,287696.8512,0.2876968512,2446953.5376,4973.4828,935014.7664,0.9350147664
264,2543,37,26,4.683784,-74.170898,20402.0,320,12672000,1034136.576,3231.6768,542921.7024,0.5429217024,3360943.872,10502.9496,1764495.5328,1.7644955328
265,2553,37,31,4.683784,-74.125923,9449.0,371,14691600,555283.7136,1496.7216,378670.5648,0.3786705648,1804672.0692,4864.3452,1230679.3356,1.2306793356
266,2563,37,39,4.683784,-74.05397,97200.0,610,24156000,9391852.8,15396.48,1893767.04,1.89376704,30523521.6,50038.56,6154742.88,6.15474288
267,2564,37,38,4.683784,-74.062965,3180.16,348,13780800,175300.595712,503.737344,21660.705792,0.021660705792,569726.936064,1637.146368,70397.293824,0.070397293824
268,2563,37,39,4.683784,-74.05397,13.492,412,16315200,880.4987136,2.1371328,557.7916608,0.0005577916608,2861.6208192,6.9456816,1812.8228976,0.0018128228976
269,2563,37,39,4.683784,-74.05397,8947.66,397,15721200,562671.809568,1417.309344,99211.65408,0.09921165408,1828683.3811,4606.255368,322437.87576,0.32243787576
270,2563,37,39,4.683784,-74.05397,95843.37,1217,48193200,18475994.7963,15181.589808,3962394.93989,3.96239493989,60046983.0881,49340.166876,12877783.5546,12.8777835546
271,2563,37,39,4.683784,-74.05397,8139.0,423,16750800,545339.0448,1289.2176,336485.7936,0.3364857936,1772351.8956,4189.9572,1093578.8292,1.0935788292
272,2564,37,38,4.683784,-74.062965,3428.98,433,17146800,235184.137056,543.150432,136330.758432,0.136330758432,764348.445432,1765.238904,443074.964904,0.443074964904
273,2564,37,38,4.683784,-74.062965,7496.22,536,21225600,636447.068928,1187.401248,258853.472064,0.258853472064,2068452.97402,3859.054056,841273.784208,0.841273784208
274,2567,37,40,4.683784,-74.044975,5450.98,523,20710800,451576.626336,863.435232,209814.761376,0.209814761376,1467624.03559,2806.164504,681897.974472,0.681897974472
275,2564,37,38,4.683784,-74.062965,3805.11,782,30967200,471334.409568,602.729424,13862.776752,0.013862776752,1531836.8311,1958.870628,45054.024444,0.045054024444
276,2563,37,39,4.683784,-74.05397,45966.76,586,23205600,4266744.98342,7281.134784,1259636.31763,1.25963631763,13866921.1961,23663.688048,4093818.0323,4.0938180323
277,2552,37,32,4.683784,-74.116936,30175.99,313,12394800,1496101.44341,4779.876816,157735.934928,0.157735934928,4862329.69108,15534.599652,512641.788516,0.512641788516
278,2553,37,31,4.683784,-74.125923,6400.0,183,7246800,185518.08,1013.76,185518.08,0.18551808,602933.76,3294.72,602933.76,0.60293376
279,2566,37,41,4.683784,-74.03598,15781.0,235,9306000,587431.944,2499.7104,587431.944,0.587431944,1909153.818,8124.0588,1909153.818,1.909153818
280,2552,37,32,4.683784,-74.116936,11594.53,176,6969600,323236.945152,1836.573552,42241.191696,0.042241191696,1050520.07174,5968.864044,137283.873012,0.137283873012
281,2552,37,32,4.683784,-74.116936,47825.81,464,18374400,3515082.25306,7575.608304,484838.931456,0.484838931456,11424017.3224,24620.726988,1575726.52723,1.57572652723
282,2563,37,39,4.683784,-74.05397,3283.76,336,13305600,174769.588224,520.147584,118593.649152,0.118593649152,568001.161728,1690.479648,385429.359744,0.385429359744
283,2567,37,40,4.683784,-74.044975,6436.0,417,16513200,425115.8208,1019.4624,246709.9008,0.2467099008,1381626.4176,3313.2528,801807.1776,0.8018071776
284,2564,37,38,4.683784,-74.062965,3232.36,270,10692000,138241.57248,512.005824,116737.327872,0.116737327872,449285.11056,1664.018928,379396.315584,0.379396315584
285,2567,37,40,4.683784,-74.044975,15690.0,436,17265600,1083589.056,2485.296,648662.256,0.648662256,3521664.432,8077.212,2108152.332,2.108152332
286,2563,37,39,4.683784,-74.05397,10364.0,486,19245600,797845.5936,1641.6576,408772.7424,0.4087727424,2592998.1792,5335.3872,1328511.4128,1.3285114128
287,2567,37,40,4.683784,-74.044975,2612.0,283,11206800,117088.6464,413.7408,107986.3488,0.1079863488,380538.1008,1344.6576,350955.6336,0.3509556336
288,2567,37,40,4.683784,-74.044975,12000.0,392,15523200,745113.6,1900.8,370656.0,0.370656,2421619.2,6177.6,1204632.0,1.204632
289,2567,37,40,4.683784,-74.044975,10207.6,523,20710800,845630.24832,1616.88384,422006.68224,0.42200668224,2748298.30704,5254.87248,1371521.71728,1.37152171728
290,2567,37,40,4.683784,-74.044975,2646.0,183,7246800,76700.1312,419.1264,76700.1312,0.0767001312,249275.4264,1362.1608,249275.4264,0.2492754264
291,2567,37,40,4.683784,-74.044975,15784.0,235,9306000,587543.616,2500.1856,587543.616,0.587543616,1909516.752,8125.6032,1909516.752,1.909516752
292,2563,37,39,4.683784,-74.05397,10744.53,611,24195600,1039881.40027,1701.933552,444204.657072,0.444204657072,3379614.55088,5531.284044,1443665.13548,1.44366513548
293,2567,37,40,4.683784,-74.044975,9937.47,385,15246000,606026.67048,1574.095248,185743.239264,0.185743239264,1969586.67906,5115.809556,603665.527608,0.603665527608
294,2564,37,38,4.683784,-74.062965,3183.0,224,8870400,112937.9328,504.1872,67561.0848,0.0675610848,367048.2816,1638.6084,219573.5256,0.2195735256
295,2567,37,40,4.683784,-74.044975,2069.0,405,16038000,132730.488,327.7296,85537.4256,0.0855374256,431374.086,1065.1212,277996.6332,0.2779966332
296,2563,37,39,4.683784,-74.05397,10434.34,250,9900000,413199.864,1652.799456,165279.9456,0.1652799456,1342899.558,5371.598232,537159.8232,0.5371598232
297,2567,37,40,4.683784,-74.044975,2083.62,356,14097600,117496.165248,330.045408,7591.044384,0.007591044384,381862.537056,1072.647576,24670.894248,0.024670894248
298,2567,37,40,4.683784,-74.044975,3074.61,370,14652000,180196.74288,487.018224,127111.756464,0.127111756464,585639.41436,1582.809228,413113.208508,0.413113208508
299,2564,37,38,4.683784,-74.062965,3125.0,401,15879600,198495.0,495.0,112860.0,0.11286,645108.75,1608.75,366795.0,0.366795
300,2563,37,39,4.683784,-74.05397,9111.51,408,16156800,588851.379072,1443.263184,31751.790048,0.031751790048,1913766.98198,4690.605348,103193.317656,0.103193317656
301,2564,37,38,4.683784,-74.062965,3171.61,163,6454800,81888.432912,502.383024,81888.432912,0.081888432912,266137.406964,1632.744828,266137.406964,0.266137406964
302,2566,37,41,4.683784,-74.03598,4200.0,173,6850800,115093.44,665.28,115093.44,0.11509344,374053.68,2162.16,374053.68,0.37405368
303,2553,37,31,4.683784,-74.125923,4860.0,175,6930000,134719.2,769.824,134719.2,0.1347192,437837.4,2501.928,437837.4,0.4378374
304,2567,37,40,4.683784,-74.044975,2920.5,302,11959200,139707.3744,462.6072,29606.8608,0.0296068608,454048.9668,1503.4734,96222.2976,0.0962222976
305,2639,38,39,4.692757,-74.05397,2886.0,392,15523200,179199.8208,457.1424,53485.6608,0.0534856608,582399.4176,1485.7128,173828.3976,0.1738283976
306,2639,38,39,4.692757,-74.05397,2707.23,390,15444000,167241.84048,428.825232,111923.385552,0.111923385552,543535.98156,1393.682004,363751.003044,0.363751003044
307,2639,38,39,4.692757,-74.05397,3025.6,137,5425200,65657.94048,479.25504,30672.32256,0.03067232256,213388.30656,1557.57888,99685.04832,0.09968504832
308,2637,38,40,4.692757,-74.044975,7251.79,361,14295600,414674.756496,1148.683536,299806.402896,0.299806402896,1347692.95861,3733.221492,974370.809412,0.974370809412
309,2637,38,40,4.692757,-74.044975,5024.55,380,15048000,302437.7136,795.88872,207726.95592,0.20772695592,982922.5692,2586.63834,675112.60674,0.67511260674
310,2639,38,39,4.692757,-74.05397,8.308,387,15325200,509.2870464,1.3159872,169.7623488,0.0001697623488,1655.1829008,4.2769584,551.7276336,0.0005517276336
311,2639,38,39,4.692757,-74.05397,8.308,387,15325200,509.2870464,1.3159872,169.7623488,0.0001697623488,1655.1829008,4.2769584,551.7276336,0.0005517276336
312,2637,38,40,4.692757,-74.044975,6333.16,403,15958800,404278.535232,1003.172544,208659.889152,0.208659889152,1313905.2395,3260.310768,678144.639744,0.678144639744
313,2639,38,39,4.692757,-74.05397,3113.84,302,11959200,148956.141312,493.232256,31566.864384,0.031566864384,484107.459264,1603.004832,102592.309248,0.102592309248
314,2640,38,38,4.692757,-74.062965,3108.78,279,11048400,137388.179808,492.430752,74849.474304,0.074849474304,446511.584376,1600.399944,243260.791488,0.243260791488
315,2637,38,40,4.692757,-74.044975,5670.17,347,13741200,311659.760016,898.154928,176038.365888,0.176038365888,1012894.22005,2919.003516,572124.689136,0.572124689136
316,2637,38,40,4.692757,-74.044975,5551.07,462,18295200,406231.743456,879.289488,222460.240464,0.222460240464,1320253.16623,2857.690836,722995.781508,0.722995781508
317,2637,38,40,4.692757,-74.044975,1785.3,314,12434400,88796.53728,282.79152,42984.31104,0.04298431104,288588.74616,919.07244,139699.01088,0.13969901088
318,2640,38,38,4.692757,-74.062965,1799.0,283,11206800,80644.1328,284.9616,61836.6672,0.0618366672,262093.4316,926.1252,200969.1684,0.2009691684
319,2640,38,38,4.692757,-74.062965,1799.0,283,11206800,80644.1328,284.9616,61836.6672,0.0618366672,262093.4316,926.1252,200969.1684,0.2009691684
320,2639,38,39,4.692757,-74.05397,3956.0,411,16275600,257545.0944,626.6304,163550.5344,0.1635505344,837021.5568,2036.5488,531539.2368,0.5315392368
321,2639,38,39,4.692757,-74.05397,3956.0,411,16275600,257545.0944,626.6304,163550.5344,0.1635505344,837021.5568,2036.5488,531539.2368,0.5315392368
322,2636,38,41,4.692757,-74.03598,37926.0,244,9662400,1465824.7296,6007.4784,528658.0992,0.5286580992,4763930.3712,19524.3048,1718138.8224,1.7181388224
323,2653,38,30,4.692757,-74.134918,845000.0,1964,77774400,262877472.0,133848.0,20344896.0,20.344896,854351784.0,435006.0,66120912.0,66.120912
324,2640,38,38,4.692757,-74.062965,2662.53,275,10890000,115979.8068,421.744752,108388.401264,0.108388401264,376934.3721,1370.670444,352262.304108,0.352262304108
325,2639,38,39,4.692757,-74.05397,2033.83,192,7603200,61854.465024,322.158672,29960.756496,0.029960756496,201027.011328,1047.015684,97372.458612,0.097372458612
326,2639,38,39,4.692757,-74.05397,4970.53,382,15127200,300760.805664,787.331952,204706.30752,0.20470630752,977472.618408,2558.828844,665295.49944,0.66529549944
327,2639,38,39,4.692757,-74.05397,2322.05,400,15840000,147125.088,367.81272,95999.11992,0.09599911992,478156.536,1195.39134,311997.13974,0.31199713974
328,2639,38,39,4.692757,-74.05397,9094.21,477,18889200,687129.406128,1440.522864,342844.441632,0.342844441632,2233170.56992,4681.699308,1114244.4353,1.1142444353
329,2640,38,38,4.692757,-74.062965,1787.06,379,15008400,107283.645216,283.070304,16984.21824,0.01698421824,348671.846952,919.978488,55198.70928,0.05519870928
330,2637,38,40,4.692757,-74.044975,417230.0,312,12355200,20619840.384,66089.232,6278477.04,6.27847704,67014481.248,214790.004,20405050.38,20.40505038
331,2639,38,39,4.692757,-74.05397,2909.6,503,19918800,231822.96192,460.88064,119828.9664,0.1198289664,753424.62624,1497.86208,389444.1408,0.3894441408
332,2636,38,41,4.692757,-74.03598,3235.44,391,15483600,200385.035136,512.493696,133760.854656,0.133760854656,651251.364192,1665.604512,434722.777632,0.434722777632
333,2640,38,38,4.692757,-74.062965,6978.63,509,20156400,562656.230928,1105.414992,288513.312912,0.288513312912,1828632.75052,3592.598724,937668.266964,0.937668266964
334,2640,38,38,4.692757,-74.062965,4756.09,380,15048000,286278.56928,753.364656,196628.175216,0.196628175216,930405.35016,2448.435132,639041.569452,0.639041569452
335,2639,38,39,4.692757,-74.05397,4.671,348,13780800,257.4804672,0.7398864,193.1103504,0.0001931103504,836.8115184,2.4046308,627.6086388,0.0006276086388
336,2639,38,39,4.692757,-74.05397,4.671,348,13780800,257.4804672,0.7398864,193.1103504,0.0001931103504,836.8115184,2.4046308,627.6086388,0.0006276086388
337,2637,38,40,4.692757,-74.044975,5351.41,332,13147200,281424.230208,847.663344,165294.35208,0.16529435208,914628.748176,2754.905868,537206.64426,0.53720664426
