ID,FID_Grilla,ROW,COL,LAT,LON,AREA,Dias,Seg,PM25(g/proyecto),PM25 (E(g/d)),PM25(g),PM25(t),PM10(g/proyecto),PM10 (E(g/d)),PM10(g),PM10(t)
338,2636,38,41,4.692757,-74.03598,5014.49,371,14691600,294683.525136,794.295216,207311.051376,0.207311051376,957721.456692,2581.459452,673760.916972,0.673760916972
339,2637,38,40,4.692757,-74.044975,2386.47,728,28828800,275196.265344,378.016848,8316.370656,0.008316370656,894387.862368,1228.554756,27028.204632,0.027028204632
340,2637,38,40,4.692757,-74.044975,5394.75,297,11761200,253794.9348,854.5284,199105.1172,0.1991051172,824833.5381,2777.2173,647091.6309,0.6470916309
341,2643,38,36,4.692757,-74.080956,1582.41,235,9306000,58903.62984,250.653744,57149.053632,0.057149053632,191436.79698,814.624668,185734.424304,0.185734424304
342,2637,38,40,4.692757,-74.044975,5450.0,374,14810400,322866.72,863.28,192511.44,0.19251144,1049316.84,2805.66,625662.18,0.62566218
343,2637,38,40,4.692757,-74.044975,2784.16,339,13424400,149502.710016,441.010944,82469.046528,0.082469046528,485883.807552,1433.285568,268024.401216,0.268024401216
344,2636,38,41,4.692757,-74.03598,37926.02,677,26809200,4067065.02154,6007.481568,1567952.68925,1.56795268925,13217961.32,19524.315096,5095846.24006,5.09584624006
345,2636,38,41,4.692757,-74.03598,2725.7,217,8593200,93689.94096,431.75088,93689.94096,0.09368994096,304492.30812,1403.19036,304492.30812,0.30449230812
346,2637,38,40,4.692757,-74.044975,4965.53,261,10335600,205286.927472,786.539952,136857.951648,0.136857951648,667182.514284,2556.254844,444788.342856,0.444788342856
347,2645,39,33,4.701714,-74.107941,1882.17,257,10177200,76620.882096,298.135728,23254.586784,0.023254586784,249017.866812,968.941116,75577.407048,0.075577407048
348,2632,39,42,4.701714,-74.026985,36.378,155,6138000,893.152656,5.7622752,132.5323296,0.0001325323296,2902.746132,18.7273944,430.7300712,0.0004307300712
349,2632,39,42,4.701714,-74.026985,36378.88,1391,55083600,8015518.69747,5762.414592,1503990.20851,1.50399020851,26050435.7668,18727.847424,4887968.17766,4.88796817766
350,361,39,41,4.701714,-74.03598,2942.22,337,13345200,157058.057376,466.047648,40080.097728,0.040080097728,510438.686472,1514.654856,130260.317616,0.130260317616
351,2635,39,40,4.701714,-74.044975,5188.22,259,10256400,212849.838432,821.814048,50952.470976,0.050952470976,691761.974904,2670.895656,165595.530672,0.165595530672
352,2645,39,33,4.701714,-74.107941,7546.65,262,10375200,313192.01232,1195.38936,255813.32304,0.25581332304,1017874.04004,3885.01542,831393.29988,0.83139329988
353,2635,39,40,4.701714,-74.044975,2707.22,326,12909600,139796.509248,428.823648,111922.972128,0.111922972128,454338.655056,1393.676856,363749.659416,0.363749659416
354,2635,39,40,4.701714,-74.044975,2868.39,262,10375200,119040.479712,454.352976,63609.41664,0.06360941664,386881.559064,1476.647172,206730.60408,0.20673060408
355,2635,39,40,4.701714,-74.044975,2868.39,262,10375200,119040.479712,454.352976,63609.41664,0.06360941664,386881.559064,1476.647172,206730.60408,0.20673060408
356,2645,39,33,4.701714,-74.107941,24286.0,489,19364400,1881135.2736,3846.9024,1004041.5264,1.0040415264,6113689.6392,12502.4328,3263134.9608,3.2631349608
357,2632,39,42,4.701714,-74.026985,8335.82,403,15958800,532118.736864,1320.393888,344622.804768,0.344622804768,1729385.89481,4291.280136,1120024.1155,1.1200241155
358,2635,39,40,4.701714,-74.044975,2467.0,287,11365200,112151.7936,390.7728,87923.88,0.08792388,364493.3292,1270.0116,285752.61,0.28575261
359,2638,39,39,4.701714,-74.05397,9221.0,338,13384800,493684.9632,1460.6064,381218.2704,0.3812182704,1604476.1304,4746.9708,1238959.3788,1.2389593788
360,2641,39,37,4.701714,-74.07196,1274.96,273,10810800,55133.350272,201.953664,-14944.571136,-0.014944571136,179183.388384,656.349408,-48569.856192,-0.048569856192
361,2638,39,39,4.701714,-74.05397,3659.44,341,13503600,197662.455936,579.655296,100280.366208,0.100280366208,642402.981792,1883.879712,325911.190176,0.325911190176
362,361,39,41,4.701714,-74.03598,2246.16,325,12870000,115632.3168,355.791744,61551.971712,0.061551971712,375805.0296,1156.323168,200043.908064,0.200043908064
363,2632,39,42,4.701714,-74.026985,7274.56,651,25779600,750140.987904,1152.290304,200498.512896,0.200498512896,2437958.21069,3744.943488,651620.166912,0.651620166912
364,2635,39,40,4.701714,-74.044975,4784.0,360,14256000,272802.816,757.7856,115941.1968,0.1159411968,886609.152,2462.8032,376808.8896,0.3768088896
365,2638,39,39,4.701714,-74.05397,1608.41,140,5544000,35668.10016,254.772144,35668.10016,0.03566810016,115921.32552,828.009468,115921.32552,0.11592132552
366,2635,39,40,4.701714,-74.044975,2317.12,262,10375200,96162.333696,367.031808,52118.516736,0.052118516736,312527.584512,1192.853376,169385.179392,0.169385179392
367,2632,39,42,4.701714,-74.026985,5171.08,370,14652000,303066.65664,819.099072,213784.857792,0.213784857792,984966.63408,2662.071984,694800.787824,0.694800787824
368,2632,39,42,4.701714,-74.026985,13394.32,784,31046400,1663381.66579,2121.660288,205801.047936,0.205801047936,5405990.41382,6895.395936,668853.405792,0.668853405792
369,2632,39,42,4.701714,-74.026985,6148.26,390,15444000,379814.90976,973.884384,254183.824224,0.254183824224,1234398.45672,3165.124248,826097.428728,0.826097428728
370,2632,39,42,4.701714,-74.026985,60.0,523,20710800,4970.592,9.504,218.592,0.000218592,16154.424,30.888,710.424,0.000710424
371,2632,39,42,4.701714,-74.026985,3178.94,94,3722400,47333.145024,503.544096,16113.411072,0.016113411072,153832.721328,1636.518312,52368.585984,0.052368585984
372,2635,39,40,4.701714,-74.044975,2760.0,370,14652000,161758.08,437.184,114105.024,0.114105024,525713.76,1420.848,370841.328,0.370841328
373,2638,39,39,4.701714,-74.05397,3805.9,302,11959200,182062.07712,602.85456,38582.69184,0.03858269184,591701.75064,1959.27732,125393.74848,0.12539374848
374,361,39,41,4.701714,-74.03598,2533.18,261,10335600,104727.740832,401.255712,95900.115168,0.095900115168,340365.157704,1304.081064,311675.374296,0.311675374296
375,2638,39,39,4.701714,-74.05397,3052.0,423,16750800,204493.7664,483.4368,73482.3936,0.0734823936,664604.7408,1571.1696,238817.7792,0.2388177792
376,361,39,41,4.701714,-74.03598,5166.34,521,20631600,426359.441376,818.348256,213588.894816,0.213588894816,1385668.18447,2659.631832,694163.908152,0.694163908152
377,2638,39,39,4.701714,-74.05397,3580.0,336,13305600,190536.192,567.072,30621.888,0.030621888,619242.624,1842.984,99521.136,0.099521136
378,2638,39,39,4.701714,-74.05397,3116.16,282,11167200,139195.127808,493.599744,122906.336256,0.122906336256,452384.165376,1604.199168,399445.592832,0.399445592832
379,2635,39,40,4.701714,-74.044975,9913.0,475,18810000,745854.12,1570.2192,232392.4416,0.2323924416,2424025.89,5103.2124,755275.4352,0.7552754352
380,2632,39,42,4.701714,-74.026985,8.944,716,28353600,1014.3783936,1.4167296,369.7664256,0.0003697664256,3296.7297792,4.6043712,1201.7408832,0.0012017408832
381,361,39,41,4.701714,-74.03598,3914.76,336,13305600,208352.922624,620.097984,154404.398016,0.154404398016,677146.998528,2015.318448,501814.293552,0.501814293552
382,2641,39,37,4.701714,-74.07196,55247.0,1110,43956000,9713748.528,8751.1248,2284043.5728,2.2840435728,31569682.716,28441.1556,7423141.6116,7.4231416116
383,2632,39,42,4.701714,-74.026985,9906.79,530,20988000,831694.83408,1569.235536,409570.474896,0.409570474896,2703008.21076,5100.015492,1331104.04341,1.33110404341
384,2638,39,39,4.701714,-74.05397,5132.74,387,15325200,314641.068192,813.026016,193500.191808,0.193500191808,1022583.47162,2642.334552,628875.623376,0.628875623376
385,2635,39,40,4.701714,-74.044975,4980.55,291,11523600,229575.46392,788.91912,175928.96376,0.17592896376,746120.25774,2563.98714,571769.13222,0.57176913222
386,2635,39,40,4.701714,-74.044975,1241.7,290,11484000,57038.7312,196.68528,28125.99504,0.02812599504,185375.8764,639.22716,91409.48388,0.09140948388
387,2638,39,39,4.701714,-74.05397,15965.17,523,20710800,1322605.77134,2528.882928,660038.444208,0.660038444208,4298468.75687,8218.869516,2145124.94368,2.14512494368
388,2756,40,39,4.710678,-74.05397,2531.0,242,9583200,97020.3168,400.9104,4009.104,0.004009104,315316.0296,1302.9588,13029.588,0.013029588
389,2756,40,39,4.710678,-74.05397,3900.54,376,14889600,232309.921536,617.845536,161257.684896,0.161257684896,755007.244992,2007.997992,524087.475912,0.524087475912
390,2756,40,39,4.710678,-74.05397,7286.0,524,20750400,604749.6576,1154.1024,301220.7264,0.3012207264,1965436.3872,3750.8328,978967.3608,0.9789673608
391,2756,40,39,4.710678,-74.05397,2415.0,293,11602800,112083.048,382.536,76889.736,0.076889736,364269.906,1243.242,249891.642,0.249891642
392,2763,40,42,4.710678,-74.026985,6048.69,414,16394400,396658.573344,958.112496,188748.161712,0.188748161712,1289140.36337,3113.865612,613431.525564,0.613431525564
393,2763,40,42,4.710678,-74.026985,10981.0,384,15206400,667925.9136,1739.3904,111320.9856,0.1113209856,2170759.2192,5653.0188,361793.2032,0.3617932032
394,2763,40,42,4.710678,-74.026985,18528.48,680,26928000,1995739.63776,2934.911232,669159.760896,0.669159760896,6486153.82272,9538.461504,2174769.22291,2.17476922291
395,2750,40,34,4.710678,-74.098946,6737.8,477,18889200,509086.60704,1067.26752,278556.82272,0.27855682272,1654531.47288,3468.61944,905309.67384,0.90530967384
396,2760,40,40,4.710678,-74.044975,7.272,392,15523200,451.5388416,1.1518848,276.452352,0.000276452352,1467.5012352,3.7436256,898.470144,0.000898470144
397,2756,40,39,4.710678,-74.05397,53915.68,497,19681200,4244501.12486,8540.243712,2177762.14656,2.17776214656,13794628.6558,27755.792064,7077726.97632,7.07772697632
398,2756,40,39,4.710678,-74.05397,39000.0,521,20631600,3218529.6,6177.6,1470268.8,1.4702688,10460221.2,20077.2,4778373.6,4.7783736
399,2753,40,37,4.710678,-74.07196,1823.7,106,4197600,30620.65248,288.87408,30620.65248,0.03062065248,99517.12056,938.84076,99517.12056,0.09951712056
400,2753,40,37,4.710678,-74.07196,15553.0,262,10375200,645461.9424,2463.5952,492719.04,0.49271904,2097751.3128,8006.6844,1601336.88,1.60133688
401,2760,40,40,4.710678,-74.044975,25706.27,260,10296000,1058687.02368,4071.873168,969105.813984,0.969105813984,3440732.82696,13233.587796,3149593.89545,3.14959389545
402,2760,40,40,4.710678,-74.044975,25706.27,260,10296000,1058687.02368,4071.873168,969105.813984,0.969105813984,3440732.82696,13233.587796,3149593.89545,3.14959389545
403,2742,40,30,4.710678,-74.134918,15514.0,414,16394400,1017370.8864,2457.4176,375984.8928,0.3759848928,3306455.3808,7986.6072,1221950.9016,1.2219509016
404,2759,40,41,4.710678,-74.03598,3238.86,202,7999200,103633.155648,513.035424,100041.90768,0.10004190768,336807.755856,1667.365128,325136.19996,0.32513619996
405,2759,40,41,4.710678,-74.03598,3090.7,413,16354800,202191.12144,489.56688,42102.75168,0.04210275168,657121.14468,1591.09236,136833.94296,0.13683394296
406,2759,40,41,4.710678,-74.03598,5170.84,243,9622800,199031.836608,819.061056,9009.671616,0.009009671616,646853.468976,2661.948432,29281.432752,0.029281432752
407,2744,41,31,4.719643,-74.125923,31561.7,538,21304800,2689662.82464,4999.37328,889888.44384,0.88988844384,8741404.18008,16247.96316,2892137.44248,2.89213744248
408,2752,41,37,4.719643,-74.07196,3091.69,298,11800800,145937.661408,489.723696,125369.266176,0.125369266176,474297.399576,1591.602012,407450.115072,0.407450115072
409,86,41,41,4.719643,-74.03598,2219.59,392,15523200,137820.557952,351.583056,91763.177616,0.091763177616,447916.813344,1142.644932,298230.327252,0.298230327252
410,86,41,41,4.719643,-74.03598,2219.59,392,15523200,137820.557952,351.583056,91763.177616,0.091763177616,447916.813344,1142.644932,298230.327252,0.298230327252
411,2752,41,37,4.719643,-74.07196,3223.84,340,13464000,173623.12704,510.656256,96003.376128,0.096003376128,564275.16288,1659.632832,312010.972416,0.312010972416
412,86,41,41,4.719643,-74.03598,1487.87,526,20829600,123966.947808,235.678608,61512.116688,0.061512116688,402892.580376,765.955476,199914.379236,0.199914379236
413,86,41,41,4.719643,-74.03598,3758.0,312,12355200,185723.3664,595.2672,116077.104,0.116077104,603600.9408,1934.6184,377250.588,0.377250588
414,2758,41,40,4.719643,-74.044975,3772.75,304,12038400,181671.4944,597.6036,34063.4052,0.0340634052,590432.3568,1942.2117,110706.0669,0.1107060669
415,2747,41,35,4.719643,-74.089951,27363.97,800,31680000,3467562.2784,4334.452848,1131292.19333,1.13129219333,11269577.4048,14086.971756,3676699.62832,3.67669962832
416,86,41,41,4.719643,-74.03598,7612.07,474,18770400,571526.394912,1205.751888,262853.911584,0.262853911584,1857460.78346,3918.693636,854275.212648,0.854275212648
417,2747,41,35,4.719643,-74.089951,27363.97,800,31680000,3467562.2784,4334.452848,1131292.19333,1.13129219333,11269577.4048,14086.971756,3676699.62832,3.67669962832
418,2747,41,35,4.719643,-74.089951,27363.97,800,31680000,3467562.2784,4334.452848,1131292.19333,1.13129219333,11269577.4048,14086.971756,3676699.62832,3.67669962832
419,342,41,30,4.719643,-74.134918,4432.48,413,16354800,289969.295616,702.104832,30190.507776,0.030190507776,942400.210752,2281.840704,98119.150272,0.098119150272
420,86,41,41,4.719643,-74.03598,10726.39,261,10335600,443454.705936,1699.060176,74758.647744,0.074758647744,1441227.79429,5521.945572,242965.605168,0.242965605168
421,2744,41,31,4.719643,-74.125923,30423.0,2916,115473600,14052213.3312,4819.0032,1233664.8192,1.2336648192,45669693.3264,15661.7604,4009410.6624,4.0094106624
422,2758,41,40,4.719643,-74.044975,40675.56,456,18057600,2938011.96902,6443.008704,1668739.25434,1.66873925434,9548538.89933,20939.778288,5423402.57659,5.42340257659
423,2758,41,40,4.719643,-74.044975,6776.94,403,15958800,432607.320288,1073.467296,232942.403232,0.232942403232,1405973.79094,3488.768712,757062.810504,0.757062810504
424,2758,41,40,4.719643,-74.044975,19449.0,356,14097600,1096736.8896,3080.7216,800987.616,0.800987616,3564394.8912,10012.3452,2603209.752,2.603209752
425,2758,41,40,4.719643,-74.044975,4913.0,370,14652000,287941.104,778.2192,118289.3184,0.1182893184,935808.588,2529.2124,384440.2848,0.3844402848
426,2755,41,39,4.719643,-74.05397,2283.73,608,24076800,219939.641856,361.742832,70539.85224,0.07053985224,714803.836032,1175.664204,229254.51978,0.22925451978
427,86,41,41,4.719643,-74.03598,4463.49,282,11167200,199378.742112,707.016816,122313.909168,0.122313909168,647980.911864,2297.804652,397520.204796,0.397520204796
428,342,41,30,4.719643,-74.134918,21.814,936,37065600,3234.1959936,3.4553376,901.8431136,0.0009018431136,10511.1369792,11.2298472,2930.9901192,0.0029309901192
429,2747,41,35,4.719643,-74.089951,16391.34,532,21067200,1381278.55219,2596.388256,163572.460128,0.163572460128,4489155.29462,8438.261832,531610.495416,0.531610495416
430,86,41,41,4.719643,-74.03598,23511.21,401,15879600,1493394.44126,3724.175664,852836.227056,0.852836227056,4853531.93411,12103.570908,2771717.73793,2.77171773793
431,2755,41,39,4.719643,-74.05397,5055.58,269,10652400,215416.241568,800.803872,17617.685184,0.017617685184,700102.785096,2602.612584,57257.476848,0.057257476848
432,344,41,36,4.719643,-74.080956,7835.0,358,14176800,444300.912,1241.064,323917.704,0.323917704,1443977.964,4033.458,1052732.538,1.052732538
433,344,41,36,4.719643,-74.080956,3844.33,880,34848000,535868.84736,608.941872,157107.002976,0.157107002976,1741573.75392,1979.061084,510597.759672,0.510597759672
434,2744,41,31,4.719643,-74.125923,10642.39,317,12553200,534384.200592,1685.754576,367494.497568,0.367494497568,1736748.65192,5478.702372,1194357.1171,1.1943571171
435,2744,41,31,4.719643,-74.125923,35834.61,828,32788800,4699895.44147,5676.202224,1481488.78046,1.48148878046,15274660.1848,18447.657228,4814838.53651,4.81483853651
436,342,41,30,4.719643,-74.134918,48660.0,781,30927600,6019748.064,7707.744,2011721.184,2.011721184,19564181.208,25050.168,6538093.848,6.538093848
437,86,41,41,4.719643,-74.03598,19625.0,522,20671200,1622689.2,3108.6,811344.6,0.8113446,5273739.9,10102.95,2636869.95,2.63686995
438,2752,41,37,4.719643,-74.07196,1.0,263,10414800,41.6592,0.1584,20.2752,2.02752e-05,135.3924,0.5148,65.8944,6.58944e-05
439,2752,41,37,4.719643,-74.07196,8402.0,263,10414800,350020.5984,1330.8768,170352.2304,0.1703522304,1137566.9448,4325.3496,553644.7488,0.5536447488
440,2752,41,37,4.719643,-74.07196,7907.76,915,36234000,1146119.10336,1252.589184,326925.777024,0.326925777024,3724887.08592,4070.914848,1062508.77533,1.06250877533
441,342,41,30,4.719643,-74.134918,40893.25,870,34452000,5635416.996,6477.4908,278532.1044,0.2785321044,18315105.237,21051.8451,905229.3393,0.9052293393
442,2755,41,39,4.719643,-74.05397,5040.03,369,14612400,294587.737488,798.340752,208366.936272,0.208366936272,957410.146836,2594.607444,677192.542884,0.677192542884
443,2761,41,42,4.719643,-74.026985,11512.0,585,23166000,1066747.968,1823.5008,340994.6496,0.3409946496,3466930.896,5926.3776,1108232.6112,1.1082326112
444,345,41,38,4.719643,-74.062965,18698.72,453,17938800,1341730.39334,2961.877248,645689.240064,0.645689240064,4360623.77837,9626.101056,2098490.03021,2.09849003021
445,345,41,38,4.719643,-74.062965,18698.72,453,17938800,1341730.39334,2961.877248,645689.240064,0.645689240064,4360623.77837,9626.101056,2098490.03021,2.09849003021
446,86,41,41,4.719643,-74.03598,36028.09,958,37936800,5467161.77885,5706.849456,1489487.70802,1.48948770802,17768275.7813,18547.260732,4840835.05105,4.84083505105
447,2758,41,40,4.719643,-74.044975,3406.41,327,12949200,176441.137488,539.575344,140829.164784,0.140829164784,573433.696836,1753.619868,457694.785548,0.457694785548
448,2752,41,37,4.719643,-74.07196,4883.4,286,11325600,221229.74016,773.53056,80447.17824,0.08044717824,718996.65552,2513.97432,261453.32928,0.26145332928
449,2761,41,42,4.719643,-74.026985,13209.0,221,8751600,462399.5376,2092.3056,347322.7296,0.3473227296,1502798.4972,6799.9932,1128798.8712,1.1287988712
450,345,41,38,4.719643,-74.062965,11389.55,541,21423600,976020.65352,1804.10472,470871.33192,0.47087133192,3172067.12394,5863.34034,1530331.82874,1.53033182874
451,2758,41,40,4.719643,-74.044975,3494.69,305,12078000,168835.46328,553.558896,109604.661408,0.109604661408,548715.25566,1799.066412,356215.149576,0.356215149576
452,2755,41,39,4.719643,-74.05397,10535.03,403,15958800,672505.747056,1668.748752,347099.740416,0.347099740416,2185643.67793,5423.433444,1128074.15635,1.12807415635
453,2758,41,40,4.719643,-74.044975,4333.41,363,14374800,249167.608272,686.412144,113944.415904,0.113944415904,809794.726884,2230.839468,370319.351688,0.370319351688
454,86,41,41,4.719643,-74.03598,8213.0,370,14652000,481347.504,1300.9392,283604.7456,0.2836047456,1564379.388,4228.0524,921715.4232,0.9217154232
455,342,41,30,4.719643,-74.134918,45594.32,522,20671200,3769957.23034,7222.140288,1097765.32378,1.09776532378,12252360.9986,23471.955936,3567737.30227,3.56773730227
456,2755,41,39,4.719643,-74.05397,2328.67,361,14295600,133158.939408,368.861328,31722.074208,0.031722074208,432766.553076,1198.799316,103096.741176,0.103096741176
457,2755,41,39,4.719643,-74.05397,2328.67,361,14295600,133158.939408,368.861328,31722.074208,0.031722074208,432766.553076,1198.799316,103096.741176,0.103096741176
458,2758,41,40,4.719643,-74.044975,3440.0,522,20671200,284435.712,544.896,142217.856,0.142217856,924416.064,1770.912,462208.032,0.462208032
459,2851,42,41,4.728607,-74.03598,16565.82,349,13820400,915785.034912,2624.025888,684870.756768,0.684870756768,2976301.36346,8528.084136,2225829.9595,2.2258299595
460,2851,42,41,4.728607,-74.03598,2942.77,305,12078000,142171.10424,466.134768,15382.447344,0.015382447344,462056.08878,1514.937996,49992.953868,0.049992953868
461,2851,42,41,4.728607,-74.03598,12051.0,478,18928800,912443.8752,1908.8784,108806.0688,0.1088060688,2965442.5944,6203.8548,353619.7236,0.3536197236
462,2852,42,40,4.728607,-74.044975,796641.0,326,12909600,41137266.6144,126187.9344,21956700.5856,21.9567005856,133696116.497,410110.7868,71359276.9032,71.3592769032
463,2851,42,41,4.728607,-74.03598,18001.0,397,15721200,1131989.2848,2851.3584,744204.5424,0.7442045424,3678965.1756,9266.9148,2418664.7628,2.4186647628
464,2861,42,37,4.728607,-74.07196,4574.66,523,20710800,378979.473312,724.626144,189127.423584,0.189127423584,1231683.28826,2355.034968,614664.126648,0.614664126648
465,2857,42,38,4.728607,-74.062965,55508.26,758,30016800,6664721.35507,8792.508384,1617821.54266,1.61782154266,21660344.404,28575.652248,5257920.01363,5.25792001363
466,2861,42,37,4.728607,-74.07196,4725.0,299,11840400,223783.56,748.44,195342.84,0.19534284,727296.57,2432.43,634864.23,0.63486423
467,2852,42,40,4.728607,-74.044975,3916.98,370,14652000,229566.36384,620.449632,94308.344064,0.094308344064,746090.68248,2016.461304,306502.118208,0.306502118208
468,2852,42,40,4.728607,-74.044975,10089.97,347,13741200,554593.183056,1598.251248,38358.029952,0.038358029952,1802427.84493,5194.316556,124663.597344,0.124663597344
469,2847,42,42,4.728607,-74.026985,36727.76,1035,40986000,6021295.88544,5817.677184,895922.286336,0.895922286336,19569211.6277,18907.450848,2911747.43059,2.91174743059
470,2868,42,35,4.728607,-74.089951,5591.8,498,19720800,441099.07776,885.74112,60230.39616,0.06023039616,1433572.00272,2878.65864,195748.78752,0.19574878752
471,2869,42,34,4.728607,-74.098946,1.0,138,5464800,21.8592,0.1584,13.6224,1.36224e-05,71.0424,0.5148,44.2728,4.42728e-05
472,2852,42,40,4.728607,-74.044975,6038.51,348,13780800,332861.994432,956.499984,249646.495824,0.249646495824,1081801.4819,3108.624948,811351.111428,0.811351111428
473,2852,42,40,4.728607,-74.044975,9377.43,631,24987600,937277.879472,1485.384912,387685.462032,0.387685462032,3046153.10828,4827.500964,1259977.7516,1.2599777516
474,2869,42,34,4.728607,-74.098946,27680.15,522,20671200,2288727.66672,4384.53576,105228.85824,0.10522885824,7438364.91684,14249.74122,341993.78928,0.34199378928
475,2851,42,41,4.728607,-74.03598,18103.96,673,26650800,1929940.06867,2867.667264,748461.155904,0.748461155904,6272305.22318,9319.918608,2432498.75669,2.43249875669
476,2857,42,38,4.728607,-74.062965,210000.0,676,26769600,22486464.0,33264.0,7151760.0,7.15176,73081008.0,108108.0,23243220.0,23.24322
477,2850,43,40,4.737564,-74.044975,2531.78,349,13820400,139960.849248,401.033952,79003.688544,0.079003688544,454872.760056,1303.360344,256761.987768,0.256761987768
478,2850,43,40,4.737564,-74.044975,2568.0,279,11048400,113489.1648,406.7712,8948.9664,0.0089489664,368839.7856,1322.0064,29084.1408,0.0290841408
479,2866,43,35,4.737564,-74.089951,2780.58,523,20710800,230352.145056,440.443872,114955.850592,0.114955850592,748644.471432,1431.442584,373606.514424,0.373606514424
480,2850,43,40,4.737564,-74.044975,2653.94,263,10414800,110561.017248,420.384096,101312.567136,0.101312567136,359323.306056,1366.248312,329265.843192,0.329265843192
481,2866,43,35,4.737564,-74.089951,12000.0,355,14058000,674784.0,1900.8,496108.8,0.4961088,2193048.0,6177.6,1612353.6,1.6123536
482,314,43,43,4.737564,-74.01799,71280.26,262,10375200,2958187.81421,11290.793184,2687208.77779,2.68720877779,9614110.39618,36695.077848,8733428.52782,8.73342852782
483,316,43,38,4.737564,-74.062965,16271.0,494,19562400,1273199.2416,2577.3264,672682.1904,0.6726821904,4137897.5352,8376.3108,2186217.1188,2.1862171188
484,2860,43,37,4.737564,-74.07196,4153.65,327,12949200,215145.77832,657.93816,100006.60032,0.10000660032,699223.77954,2138.29902,325021.45104,0.32502145104
485,315,43,41,4.737564,-74.03598,10.887,315,12474000,543.217752,1.7245008,298.3386384,0.0002983386384,1765.457694,5.6046276,969.6005748,0.0009696005748
486,2866,43,35,4.737564,-74.089951,18294.55,342,13543200,991066.99824,2897.85672,596958.48432,0.59695848432,3220967.74428,9418.03434,1940115.07404,1.94011507404
487,316,43,38,4.737564,-74.062965,23103.0,497,19681200,1818779.0544,3659.5152,955133.4672,0.9551334672,5911031.9268,11893.4244,3104183.7684,3.1041837684
488,317,43,36,4.737564,-74.080956,6559.9,262,10375200,272241.09792,1039.08816,183918.60432,0.18391860432,884783.56824,3377.03652,597735.46404,0.59773546404
489,315,43,41,4.737564,-74.03598,9349.81,304,12038400,450227.010816,1481.009904,386543.584944,0.386543584944,1463237.78515,4813.282188,1256266.65107,1.25626665107
490,2855,43,39,4.737564,-74.05397,600.0,546,21621600,51891.84,95.04,1330.56,0.00133056,168648.48,308.88,4324.32,0.00432432
491,319,43,32,4.737564,-74.116936,2059.04,262,10375200,85451.807232,326.151936,30332.130048,0.030332130048,277718.373504,1059.993792,98579.422656,0.098579422656
492,319,43,32,4.737564,-74.116936,23042.93,544,21542400,1985600.06093,3650.000112,481800.014784,0.481800014784,6453200.19802,11862.500364,1565850.04805,1.56585004805
493,2860,43,37,4.737564,-74.07196,67197.39,565,22374000,6013897.61544,10644.066576,2075592.98232,2.07559298232,19545167.2502,34593.216372,6745677.19254,6.74567719254
494,319,43,32,4.737564,-74.116936,13399.36,521,20631600,1105800.9431,2122.458624,165551.772672,0.165551772672,3593853.06509,6897.990528,538043.261184,0.538043261184
495,2866,43,35,4.737564,-74.089951,91.0,234,9266400,3372.9696,14.4144,1700.8992,0.0017008992,10962.1512,46.8468,5527.9224,0.0055279224
496,2848,44,41,4.746536,-74.03598,17918.0,522,20671200,1481546.2464,2838.2112,596024.352,0.596024352,4815025.3008,9224.1864,1937079.144,1.937079144
497,2858,44,37,4.746536,-74.07196,13087.21,290,11484000,601174.07856,2073.014064,404237.74248,0.40423774248,1953815.75532,6737.295708,1313772.66306,1.31377266306
498,2853,44,39,4.746536,-74.05397,1347.6,229,9068400,48882.30336,213.45984,36928.55232,0.03692855232,158867.48592,693.74448,120017.79504,0.12001779504
499,2854,44,38,4.746536,-74.062965,9777.21,428,16948800,662847.907392,1548.710064,385628.805936,0.385628805936,2154255.69902,5033.307708,1253293.61929,1.25329361929
500,2858,44,37,4.746536,-74.07196,697835.0,395,15642000,43662140.28,110537.064,12490688.232,12.490688232,141901955.91,359245.458,40594736.754,40.594736754
501,2863,44,35,4.746536,-74.089951,6140.93,311,12315600,302516.950032,972.723312,206217.342144,0.206217342144,983180.087604,3161.350764,670206.361968,0.670206361968
502,2844,44,42,4.746536,-74.026985,26978.27,1098,43480800,4692147.04886,4273.357968,1115346.42965,1.11534642965,15249477.9088,13888.413396,3624875.89636,3.62487589636
503,2848,44,41,4.746536,-74.03598,49707.02,1217,48193200,9582161.42506,7873.591968,2055007.50365,2.05500750365,31142024.6314,25589.173896,6678774.38686,6.67877438686
504,2854,44,38,4.746536,-74.062965,76133.0,1072,42451200,12927748.8384,12059.4672,12059.4672,0.0120594672,42015183.7248,39193.2684,39193.2684,0.0391932684
505,2859,44,36,4.746536,-74.080956,11091.71,521,20631600,915358.896144,1756.926864,458557.911504,0.458557911504,2974916.41247,5710.012308,1490313.21239,1.49031321239
506,2844,44,42,4.746536,-74.026985,23295.22,398,15760800,1468605.2135,3689.962848,129148.69968,0.12914869968,4772966.94389,11992.379256,419733.27396,0.41973327396
507,2858,44,37,4.746536,-74.07196,90412.0,1367,54133200,19577163.5136,14321.2608,2320044.2496,2.3200442496,63625781.4192,46544.0976,7540143.8112,7.5401438112
508,2864,44,34,4.746536,-74.098946,14476.65,543,21502800,1245154.03848,2293.10136,128413.67616,0.12841367616,4046750.62506,7452.57942,417344.44752,0.41734444752
509,2849,44,40,4.746536,-74.044975,3129.27,449,17780400,222558.689232,495.676368,125406.121104,0.125406121104,723315.740004,1610.948196,407569.893588,0.407569893588
