FID,ROW,COL,LAT,LON,FID_Grilla,FECHA_INI,FECHA_FIN,AREA_m2,Dias,Dias_2014
272.0,37.0,38.0,4.683784,-74.062965,2564.0,41386.0,41990.0,3428.98,433.0,251.0
273.0,37.0,38.0,4.683784,-74.062965,2564.0,41194.0,41943.0,7496.22,536.0,218.0
274.0,37.0,40.0,4.683784,-74.044975,2567.0,41666.0,42396.0,5450.98,523.0,243.0
275.0,37.0,38.0,4.683784,-74.062965,2564.0,40577.0,41670.0,3805.11,782.0,23.0
276.0,37.0,39.0,4.683784,-74.05397,2563.0,41061.0,41882.0,45966.76,586.0,173.0
277.0,37.0,32.0,4.683784,-74.116936,2552.0,41248.0,41684.0,30175.99,313.0,33.0
278.0,37.0,31.0,4.683784,-74.125923,2553.0,41750.0,42004.0,6400.0,183.0,183.0
279.0,37.0,41.0,4.683784,-74.03598,2566.0,41655.0,41983.0,15781.0,235.0,235.0
280.0,37.0,32.0,4.683784,-74.116936,2552.0,41425.0,41670.0,11594.53,176.0,23.0
281.0,37.0,32.0,4.683784,-74.116936,2552.0,41080.0,41729.0,47825.81,464.0,64.0
282.0,37.0,39.0,4.683784,-74.05397,2563.0,41687.0,42156.0,3283.76,336.0,228.0
283.0,37.0,40.0,4.683784,-74.044975,2567.0,41395.0,41977.0,6436.0,417.0,242.0
284.0,37.0,38.0,4.683784,-74.062965,2564.0,41687.0,42062.0,3232.36,270.0,228.0
285.0,37.0,40.0,4.683784,-74.044975,2567.0,41487.0,42096.0,15690.0,436.0,261.0
286.0,37.0,39.0,4.683784,-74.05397,2563.0,41309.0,41988.0,10364.0,486.0,249.0
287.0,37.0,40.0,4.683784,-74.044975,2567.0,41628.0,42024.0,2612.0,283.0,261.0
288.0,37.0,40.0,4.683784,-74.044975,2567.0,41365.0,41912.0,12000.0,392.0,195.0
289.0,37.0,40.0,4.683784,-74.044975,2567.0,41395.0,42125.0,10207.6,523.0,261.0
290.0,37.0,40.0,4.683784,-74.044975,2567.0,41647.0,41901.0,2646.0,183.0,183.0
291.0,37.0,40.0,4.683784,-74.044975,2567.0,41655.0,41983.0,15784.0,235.0,235.0
292.0,37.0,39.0,4.683784,-74.05397,2563.0,41219.0,42073.0,10744.53,611.0,261.0
293.0,37.0,40.0,4.683784,-74.044975,2567.0,41265.0,41805.0,9937.47,385.0,118.0
294.0,37.0,38.0,4.683784,-74.062965,2564.0,41514.0,41827.0,3183.0,224.0,134.0
295.0,37.0,40.0,4.683784,-74.044975,2567.0,41610.0,42174.0,2069.0,405.0,261.0
296.0,37.0,39.0,4.683784,-74.05397,2563.0,41430.0,41779.0,10434.34,250.0,100.0
297.0,37.0,40.0,4.683784,-74.044975,2567.0,41173.0,41670.0,2083.62,356.0,23.0
298.0,37.0,40.0,4.683784,-74.044975,2567.0,41518.0,42035.0,3074.61,370.0,261.0
299.0,37.0,38.0,4.683784,-74.062965,2564.0,41687.0,42247.0,3125.0,401.0,228.0
300.0,37.0,39.0,4.683784,-74.05397,2563.0,41100.0,41669.0,9111.51,408.0,22.0
301.0,37.0,38.0,4.683784,-74.062965,2564.0,41654.0,41882.0,3171.61,163.0,163.0
302.0,37.0,41.0,4.683784,-74.03598,2566.0,41669.0,41911.0,4200.0,173.0,173.0
303.0,37.0,31.0,4.683784,-74.125923,2553.0,41701.0,41943.0,4860.0,175.0,175.0
304.0,37.0,40.0,4.683784,-74.044975,2567.0,41306.0,41729.0,2920.5,302.0,64.0
305.0,38.0,39.0,4.692757,-74.05397,2639.0,41255.0,41802.0,2886.0,392.0,117.0
306.0,38.0,39.0,4.692757,-74.05397,2639.0,41518.0,42063.0,2707.23,390.0,261.0
307.0,38.0,39.0,4.692757,-74.05397,2639.0,41537.0,41729.0,3025.6,137.0,64.0
308.0,38.0,40.0,4.692757,-74.044975,2637.0,41617.0,42121.0,7251.79,361.0,261.0
309.0,38.0,40.0,4.692757,-74.044975,2637.0,41623.0,42155.0,5024.55,380.0,261.0
310.0,38.0,39.0,4.692757,-74.05397,2639.0,41278.0,41820.0,8.308,387.0,129.0
311.0,38.0,39.0,4.692757,-74.05397,2639.0,41278.0,41820.0,8.308,387.0,129.0
312.0,38.0,40.0,4.692757,-74.044975,2637.0,41715.0,42277.0,6333.16,403.0,208.0
313.0,38.0,39.0,4.692757,-74.05397,2639.0,41306.0,41729.0,3113.84,302.0,64.0
314.0,38.0,38.0,4.692757,-74.062965,2640.0,41463.0,41851.0,3108.78,279.0,152.0
315.0,38.0,40.0,4.692757,-74.044975,2637.0,41429.0,41913.0,5670.17,347.0,196.0
316.0,38.0,40.0,4.692757,-74.044975,2637.0,41347.0,41992.0,5551.07,462.0,253.0
317.0,38.0,40.0,4.692757,-74.044975,2637.0,41414.0,41851.0,1785.3,314.0,152.0
318.0,38.0,38.0,4.692757,-74.062965,2640.0,41548.0,41942.0,1799.0,283.0,217.0
319.0,38.0,38.0,4.692757,-74.062965,2640.0,41548.0,41942.0,1799.0,283.0,217.0
320.0,38.0,39.0,4.692757,-74.05397,2639.0,41582.0,42156.0,3956.0,411.0,261.0
321.0,38.0,39.0,4.692757,-74.05397,2639.0,41582.0,42156.0,3956.0,411.0,261.0
322.0,38.0,41.0,4.692757,-74.03598,2636.0,41422.0,41763.0,37926.0,244.0,88.0
323.0,38.0,30.0,4.692757,-74.134918,2653.0,39102.0,41851.0,845000.0,1964.0,152.0
324.0,38.0,38.0,4.692757,-74.062965,2640.0,41646.0,42030.0,2662.53,275.0,257.0
325.0,38.0,39.0,4.692757,-74.05397,2639.0,41501.0,41769.0,2033.83,192.0,93.0
326.0,38.0,39.0,4.692757,-74.05397,2639.0,41470.0,42003.0,4970.53,382.0,260.0
327.0,38.0,39.0,4.692757,-74.05397,2639.0,41445.0,42004.0,2322.05,400.0,261.0
328.0,38.0,39.0,4.692757,-74.05397,2639.0,41671.0,42339.0,9094.21,477.0,238.0
329.0,38.0,38.0,4.692757,-74.062965,2640.0,41193.0,41723.0,1787.06,379.0,60.0
330.0,38.0,40.0,4.692757,-74.044975,2637.0,41336.0,41772.0,417230.0,312.0,95.0
331.0,38.0,39.0,4.692757,-74.05397,2639.0,41299.0,42003.0,2909.6,503.0,260.0
332.0,38.0,41.0,4.692757,-74.03598,2636.0,41540.0,42086.0,3235.44,391.0,261.0
333.0,38.0,38.0,4.692757,-74.062965,2640.0,41382.0,42094.0,6978.63,509.0,261.0
334.0,38.0,38.0,4.692757,-74.062965,2640.0,41533.0,42062.0,4756.09,380.0,261.0
335.0,38.0,39.0,4.692757,-74.05397,2639.0,41612.0,42097.0,4.671,348.0,261.0
336.0,38.0,39.0,4.692757,-74.05397,2639.0,41612.0,42097.0,4.671,348.0,261.0
337.0,38.0,40.0,4.692757,-74.044975,2637.0,41447.0,41912.0,5351.41,332.0,195.0
338.0,38.0,41.0,4.692757,-74.03598,2636.0,41526.0,42044.0,5014.49,371.0,261.0
339.0,38.0,40.0,4.692757,-74.044975,2637.0,40652.0,41669.0,2386.47,728.0,22.0
340.0,38.0,40.0,4.692757,-74.044975,2637.0,41680.0,42094.0,5394.75,297.0,233.0
341.0,38.0,36.0,4.692757,-74.080956,2643.0,41631.0,41957.0,1582.41,235.0,228.0
342.0,38.0,40.0,4.692757,-74.044975,2637.0,41694.0,42215.0,5450.0,374.0,223.0
343.0,38.0,40.0,4.692757,-74.044975,2637.0,41744.0,42216.0,2784.16,339.0,187.0
344.0,38.0,41.0,4.692757,-74.03598,2636.0,41422.0,42368.0,37926.02,677.0,261.0
345.0,38.0,41.0,4.692757,-74.03598,2636.0,41688.0,41990.0,2725.7,217.0,217.0
346.0,38.0,40.0,4.692757,-74.044975,2637.0,41518.0,41883.0,4965.53,261.0,174.0
347.0,39.0,33.0,4.701714,-74.107941,2645.0,41389.0,41747.0,1882.17,257.0,78.0
348.0,39.0,42.0,4.701714,-74.026985,2632.0,41456.0,41670.0,36.378,155.0,23.0
349.0,39.0,42.0,4.701714,-74.026985,2632.0,41518.0,43465.0,36378.88,1391.0,261.0
350.0,39.0,41.0,4.701714,-74.03598,361.0,41289.0,41759.0,2942.22,337.0,86.0
351.0,39.0,40.0,4.701714,-74.044975,2635.0,41365.0,41725.0,5188.22,259.0,62.0
352.0,39.0,33.0,4.701714,-74.107941,2645.0,41705.0,42072.0,7546.65,262.0,214.0
353.0,39.0,40.0,4.701714,-74.044975,2635.0,41579.0,42034.0,2707.22,326.0,261.0
354.0,39.0,40.0,4.701714,-74.044975,2635.0,41470.0,41835.0,2868.39,262.0,140.0
355.0,39.0,40.0,4.701714,-74.044975,2635.0,41470.0,41835.0,2868.39,262.0,140.0
356.0,39.0,33.0,4.701714,-74.107941,2645.0,41478.0,42161.0,24286.0,489.0,261.0
357.0,39.0,42.0,4.701714,-74.026985,2632.0,41562.0,42124.0,8335.82,403.0,261.0
358.0,39.0,40.0,4.701714,-74.044975,2635.0,41690.0,42090.0,2467.0,287.0,225.0
359.0,39.0,39.0,4.701714,-74.05397,2638.0,41624.0,42095.0,9221.0,338.0,261.0
360.0,39.0,37.0,4.701714,-74.07196,2641.0,42107.0,42487.0,1274.96,273.0,-74.0
361.0,39.0,39.0,4.701714,-74.05397,2638.0,41404.0,41882.0,3659.44,341.0,173.0
362.0,39.0,41.0,4.701714,-74.03598,361.0,41426.0,41882.0,2246.16,325.0,173.0
363.0,39.0,42.0,4.701714,-74.026985,2632.0,41761.0,42671.0,7274.56,651.0,174.0
364.0,39.0,40.0,4.701714,-74.044975,2635.0,41351.0,41852.0,4784.0,360.0,153.0
365.0,39.0,39.0,4.701714,-74.05397,2638.0,41750.0,41943.0,1608.41,140.0,140.0
366.0,39.0,40.0,4.701714,-74.044975,2635.0,41472.0,41837.0,2317.12,262.0,142.0
367.0,39.0,42.0,4.701714,-74.026985,2632.0,41487.0,42004.0,5171.08,370.0,261.0
368.0,39.0,42.0,4.701714,-74.026985,2632.0,40678.0,41774.0,13394.32,784.0,97.0
369.0,39.0,42.0,4.701714,-74.026985,2632.0,41474.0,42019.0,6148.26,390.0,261.0
370.0,39.0,42.0,4.701714,-74.026985,2632.0,40940.0,41670.0,60.0,523.0,23.0
371.0,39.0,42.0,4.701714,-74.026985,2632.0,41552.0,41683.0,3178.94,94.0,32.0
372.0,39.0,40.0,4.701714,-74.044975,2635.0,41575.0,42091.0,2760.0,370.0,261.0
373.0,39.0,39.0,4.701714,-74.05397,2638.0,41306.0,41729.0,3805.9,302.0,64.0
374.0,39.0,41.0,4.701714,-74.03598,361.0,41610.0,41974.0,2533.18,261.0,239.0
375.0,39.0,39.0,4.701714,-74.05397,2638.0,41261.0,41851.0,3052.0,423.0,152.0
376.0,39.0,41.0,4.701714,-74.03598,361.0,41426.0,42156.0,5166.34,521.0,261.0
377.0,39.0,39.0,4.701714,-74.05397,2638.0,41246.0,41715.0,3580.0,336.0,54.0
378.0,39.0,39.0,4.701714,-74.05397,2638.0,41593.0,41988.0,3116.16,282.0,249.0
379.0,39.0,40.0,4.701714,-74.044975,2635.0,41183.0,41846.0,9913.0,475.0,148.0
380.0,39.0,42.0,4.701714,-74.026985,2632.0,41061.0,42062.0,8.944,716.0,261.0
381.0,39.0,41.0,4.701714,-74.03598,361.0,41519.0,41988.0,3914.76,336.0,249.0
382.0,39.0,37.0,4.701714,-74.07196,2641.0,40929.0,42484.0,55247.0,1110.0,261.0
383.0,39.0,42.0,4.701714,-74.026985,2632.0,41484.0,42223.0,9906.79,530.0,261.0
384.0,39.0,39.0,4.701714,-74.05397,2638.0,41431.0,41973.0,5132.74,387.0,238.0
385.0,39.0,40.0,4.701714,-74.044975,2635.0,41694.0,42100.0,4980.55,291.0,223.0
386.0,39.0,40.0,4.701714,-74.044975,2635.0,41435.0,41839.0,1241.7,290.0,143.0
387.0,39.0,39.0,4.701714,-74.05397,2638.0,41610.0,42340.0,15965.17,523.0,261.0
388.0,40.0,39.0,4.710678,-74.05397,2756.0,41316.0,41653.0,2531.0,242.0,10.0
389.0,40.0,39.0,4.710678,-74.05397,2756.0,41568.0,42093.0,3900.54,376.0,261.0
390.0,40.0,39.0,4.710678,-74.05397,2756.0,41541.0,42272.0,7286.0,524.0,261.0
391.0,40.0,39.0,4.710678,-74.05397,2756.0,41724.0,42132.0,2415.0,293.0,201.0
392.0,40.0,42.0,4.710678,-74.026985,2763.0,41730.0,42307.0,6048.69,414.0,197.0
393.0,40.0,42.0,4.710678,-74.026985,2763.0,41192.0,41729.0,10981.0,384.0,64.0
394.0,40.0,42.0,4.710678,-74.026985,2763.0,41687.0,42636.0,18528.48,680.0,228.0
395.0,40.0,34.0,4.710678,-74.098946,2750.0,41518.0,42185.0,6737.8,477.0,261.0
396.0,40.0,40.0,4.710678,-74.044975,2760.0,41427.0,41975.0,7.272,392.0,240.0
397.0,40.0,39.0,4.710678,-74.05397,2756.0,41300.0,41996.0,53915.68,497.0,255.0
398.0,40.0,39.0,4.710678,-74.05397,2756.0,41671.0,42401.0,39000.0,521.0,238.0
399.0,40.0,37.0,4.710678,-74.07196,2753.0,41671.0,41820.0,1823.7,106.0,106.0
400.0,40.0,37.0,4.710678,-74.07196,2753.0,41554.0,41919.0,15553.0,262.0,200.0
401.0,40.0,40.0,4.710678,-74.044975,2760.0,41671.0,42036.0,25706.27,260.0,238.0
402.0,40.0,40.0,4.710678,-74.044975,2760.0,41671.0,42036.0,25706.27,260.0,238.0
403.0,40.0,30.0,4.710678,-74.134918,2742.0,41275.0,41852.0,15514.0,414.0,153.0
404.0,40.0,41.0,4.710678,-74.03598,2759.0,41631.0,41912.0,3238.86,202.0,195.0
405.0,40.0,41.0,4.710678,-74.03598,2759.0,41183.0,41759.0,3090.7,413.0,86.0
406.0,40.0,41.0,4.710678,-74.03598,2759.0,41316.0,41654.0,5170.84,243.0,11.0
407.0,41.0,31.0,4.719643,-74.125923,2744.0,41136.0,41887.0,31561.7,538.0,178.0
408.0,41.0,37.0,4.719643,-74.07196,2752.0,41647.0,42063.0,3091.69,298.0,256.0
409.0,41.0,41.0,4.719643,-74.03598,86.0,41557.0,42104.0,2219.59,392.0,261.0
410.0,41.0,41.0,4.719643,-74.03598,86.0,41557.0,42104.0,2219.59,392.0,261.0
411.0,41.0,37.0,4.719643,-74.07196,2752.0,41428.0,41901.0,3223.84,340.0,188.0
412.0,41.0,41.0,4.719643,-74.03598,86.0,41334.0,42070.0,1487.87,526.0,261.0
413.0,41.0,41.0,4.719643,-74.03598,86.0,41475.0,41912.0,3758.0,312.0,195.0
414.0,41.0,40.0,4.719643,-74.044975,2758.0,41294.0,41718.0,3772.75,304.0,57.0
415.0,41.0,35.0,4.719643,-74.089951,2747.0,40944.0,42063.0,27363.97,800.0,261.0
416.0,41.0,41.0,4.719643,-74.03598,86.0,41282.0,41943.0,7612.07,474.0,218.0
417.0,41.0,35.0,4.719643,-74.089951,2747.0,40945.0,42063.0,27363.97,800.0,261.0
418.0,41.0,35.0,4.719643,-74.089951,2747.0,40945.0,42063.0,27363.97,800.0,261.0
419.0,41.0,30.0,4.719643,-74.134918,342.0,41122.0,41698.0,4432.48,413.0,43.0
420.0,41.0,41.0,4.719643,-74.03598,86.0,41337.0,41701.0,10726.39,261.0,44.0
421.0,41.0,31.0,4.719643,-74.125923,2744.0,41647.0,45728.0,30423.0,2916.0,256.0
422.0,41.0,40.0,4.719643,-74.044975,2758.0,41365.0,42002.0,40675.56,456.0,259.0
423.0,41.0,40.0,4.719643,-74.044975,2758.0,41380.0,41942.0,6776.94,403.0,217.0
424.0,41.0,40.0,4.719643,-74.044975,2758.0,41506.0,42003.0,19449.0,356.0,260.0
425.0,41.0,40.0,4.719643,-74.044975,2758.0,41334.0,41851.0,4913.0,370.0,152.0
426.0,41.0,39.0,4.719643,-74.05397,2755.0,41061.0,41912.0,2283.73,608.0,195.0
427.0,41.0,41.0,4.719643,-74.03598,86.0,41487.0,41882.0,4463.49,282.0,173.0
428.0,41.0,30.0,4.719643,-74.134918,342.0,41031.0,42340.0,21.814,936.0,261.0
429.0,41.0,35.0,4.719643,-74.089951,2747.0,40983.0,41728.0,16391.34,532.0,63.0
430.0,41.0,41.0,4.719643,-74.03598,86.0,41684.0,42244.0,23511.21,401.0,229.0
431.0,41.0,39.0,4.719643,-74.05397,2755.0,41294.0,41669.0,5055.58,269.0,22.0
432.0,41.0,36.0,4.719643,-74.080956,344.0,41519.0,42018.0,7835.0,358.0,261.0
433.0,41.0,36.0,4.719643,-74.080956,344.0,40770.0,41999.0,3844.33,880.0,258.0
434.0,41.0,31.0,4.719643,-74.125923,2744.0,41501.0,41943.0,10642.39,317.0,218.0
435.0,41.0,31.0,4.719643,-74.125923,2744.0,41220.0,42377.0,35834.61,828.0,261.0
436.0,41.0,30.0,4.719643,-74.134918,342.0,41276.0,42368.0,48660.0,781.0,261.0
437.0,41.0,41.0,4.719643,-74.03598,86.0,41442.0,42171.0,19625.0,522.0,261.0
438.0,41.0,37.0,4.719643,-74.07196,2752.0,41451.0,41817.0,1.0,263.0,128.0
439.0,41.0,37.0,4.719643,-74.07196,2752.0,41451.0,41817.0,8402.0,263.0,128.0
440.0,41.0,37.0,4.719643,-74.07196,2752.0,41365.0,42643.0,7907.76,915.0,261.0
441.0,41.0,30.0,4.719643,-74.134918,342.0,40483.0,41699.0,40893.25,870.0,43.0
442.0,41.0,39.0,4.719643,-74.05397,2755.0,41527.0,42041.0,5040.03,369.0,261.0
443.0,41.0,42.0,4.719643,-74.026985,2761.0,41744.0,42562.0,11512.0,585.0,187.0
444.0,41.0,38.0,4.719643,-74.062965,345.0,41311.0,41943.0,18698.72,453.0,218.0
445.0,41.0,38.0,4.719643,-74.062965,345.0,41311.0,41943.0,18698.72,453.0,218.0
446.0,41.0,41.0,4.719643,-74.03598,86.0,40877.0,42216.0,36028.09,958.0,261.0
447.0,41.0,40.0,4.719643,-74.044975,2758.0,41548.0,42004.0,3406.41,327.0,261.0
448.0,41.0,37.0,4.719643,-74.07196,2752.0,41386.0,41785.0,4883.4,286.0,104.0
449.0,41.0,42.0,4.719643,-74.026985,2761.0,41563.0,41871.0,13209.0,221.0,166.0
450.0,41.0,38.0,4.719643,-74.062965,345.0,41306.0,42062.0,11389.55,541.0,261.0
451.0,41.0,40.0,4.719643,-74.044975,2758.0,41729.0,42155.0,3494.69,305.0,198.0
452.0,41.0,39.0,4.719643,-74.05397,2755.0,41715.0,42277.0,10535.03,403.0,208.0
453.0,41.0,40.0,4.719643,-74.044975,2758.0,41365.0,41871.0,4333.41,363.0,166.0
454.0,41.0,41.0,4.719643,-74.03598,86.0,41701.0,42216.0,8213.0,370.0,218.0
455.0,41.0,30.0,4.719643,-74.134918,342.0,41122.0,41851.0,45594.32,522.0,152.0
456.0,41.0,39.0,4.719643,-74.05397,2755.0,41255.0,41759.0,2328.67,361.0,86.0
457.0,41.0,39.0,4.719643,-74.05397,2755.0,41255.0,41759.0,2328.67,361.0,86.0
458.0,41.0,40.0,4.719643,-74.044975,2758.0,41354.0,42084.0,3440.0,522.0,261.0
459.0,42.0,41.0,4.728607,-74.03598,2851.0,41518.0,42005.0,16565.82,349.0,261.0
460.0,42.0,41.0,4.728607,-74.03598,2851.0,41260.0,41684.0,2942.77,305.0,33.0
461.0,42.0,41.0,4.728607,-74.03598,2851.0,41051.0,41718.0,12051.0,478.0,57.0
462.0,42.0,40.0,4.728607,-74.044975,2852.0,41426.0,41883.0,796641.0,326.0,174.0
463.0,42.0,41.0,4.728607,-74.03598,2851.0,41508.0,42063.0,18001.0,397.0,261.0
464.0,42.0,37.0,4.728607,-74.07196,2861.0,41583.0,42313.0,4574.66,523.0,261.0
465.0,42.0,38.0,4.728607,-74.062965,2857.0,40836.0,41897.0,55508.26,758.0,184.0
466.0,42.0,37.0,4.728607,-74.07196,2861.0,41589.0,42005.0,4725.0,299.0,261.0
467.0,42.0,40.0,4.728607,-74.044975,2852.0,41334.0,41851.0,3916.98,370.0,152.0
468.0,42.0,40.0,4.728607,-74.044975,2852.0,42037.0,42521.0,10089.97,347.0,24.0
469.0,42.0,42.0,4.728607,-74.026985,2847.0,40407.0,41855.0,36727.76,1035.0,154.0
470.0,42.0,35.0,4.728607,-74.089951,2868.0,41038.0,41733.0,5591.8,498.0,68.0
471.0,42.0,34.0,4.728607,-74.098946,2869.0,41568.0,41759.0,1.0,138.0,86.0
472.0,42.0,40.0,4.728607,-74.044975,2852.0,41537.0,42024.0,6038.51,348.0,261.0
473.0,42.0,40.0,4.728607,-74.044975,2852.0,41334.0,42216.0,9377.43,631.0,261.0
474.0,42.0,34.0,4.728607,-74.098946,2869.0,41971.0,42702.0,27680.15,522.0,24.0
475.0,42.0,41.0,4.728607,-74.03598,2851.0,41275.0,42215.0,18103.96,673.0,261.0
476.0,42.0,38.0,4.728607,-74.062965,2857.0,41704.0,42649.0,210000.0,676.0,215.0
477.0,43.0,40.0,4.737564,-74.044975,2850.0,41730.0,42216.0,2531.78,349.0,197.0
478.0,43.0,40.0,4.737564,-74.044975,2850.0,41281.0,41669.0,2568.0,279.0,22.0
479.0,43.0,35.0,4.737564,-74.089951,2866.0,41479.0,42209.0,2780.58,523.0,261.0
480.0,43.0,40.0,4.737564,-74.044975,2850.0,41610.0,41976.0,2653.94,263.0,241.0
481.0,43.0,35.0,4.737564,-74.089951,2866.0,41540.0,42035.0,12000.0,355.0,261.0
482.0,43.0,43.0,4.737564,-74.01799,314.0,41673.0,42038.0,71280.26,262.0,238.0
483.0,43.0,38.0,4.737564,-74.062965,316.0,41526.0,42215.0,16271.0,494.0,261.0
484.0,43.0,37.0,4.737564,-74.07196,2860.0,41395.0,41851.0,4153.65,327.0,152.0
485.0,43.0,41.0,4.737564,-74.03598,315.0,41442.0,41880.0,10.887,315.0,173.0
486.0,43.0,35.0,4.737564,-74.089951,2866.0,41450.0,41927.0,18294.55,342.0,206.0
487.0,43.0,38.0,4.737564,-74.062965,316.0,41453.0,42149.0,23103.0,497.0,261.0
488.0,43.0,36.0,4.737564,-74.080956,317.0,41521.0,41886.0,6559.9,262.0,177.0
489.0,43.0,41.0,4.737564,-74.03598,315.0,41617.0,42040.0,9349.81,304.0,261.0
490.0,43.0,39.0,4.737564,-74.05397,2855.0,40896.0,41659.0,600.0,546.0,14.0
491.0,43.0,32.0,4.737564,-74.116936,319.0,41403.0,41768.0,2059.04,262.0,93.0
492.0,43.0,32.0,4.737564,-74.116936,319.0,41821.0,42582.0,23042.93,544.0,132.0
493.0,43.0,37.0,4.737564,-74.07196,2860.0,41122.0,41912.0,67197.39,565.0,195.0
494.0,43.0,32.0,4.737564,-74.116936,319.0,41019.0,41749.0,13399.36,521.0,78.0
495.0,43.0,35.0,4.737564,-74.089951,2866.0,41478.0,41805.0,91.0,234.0,118.0
496.0,44.0,41.0,4.746536,-74.03598,2848.0,41711.0,42441.0,17918.0,522.0,210.0
497.0,44.0,37.0,4.746536,-74.07196,2858.0,41507.0,41912.0,13087.21,290.0,195.0
498.0,44.0,39.0,4.746536,-74.05397,2853.0,41562.0,41882.0,1347.6,229.0,173.0
499.0,44.0,38.0,4.746536,-74.062965,2854.0,41389.0,41988.0,9777.21,428.0,249.0
500.0,44.0,37.0,4.746536,-74.07196,2858.0,41246.0,41796.0,697835.0,395.0,113.0
501.0,44.0,35.0,4.746536,-74.089951,2863.0,41501.0,41935.0,6140.93,311.0,212.0
502.0,44.0,42.0,4.746536,-74.026985,2844.0,40790.0,42326.0,26978.27,1098.0,261.0
503.0,44.0,41.0,4.746536,-74.03598,2848.0,40806.0,42508.0,49707.02,1217.0,261.0
504.0,44.0,38.0,4.746536,-74.062965,2854.0,40141.0,41640.0,76133.0,1072.0,1.0
505.0,44.0,36.0,4.746536,-74.080956,2859.0,41309.0,42037.0,11091.71,521.0,261.0
506.0,44.0,42.0,4.746536,-74.026985,2844.0,41131.0,41688.0,23295.22,398.0,35.0
507.0,44.0,37.0,4.746536,-74.07196,2858.0,39953.0,41865.0,90412.0,1367.0,162.0
508.0,44.0,34.0,4.746536,-74.098946,2864.0,40958.0,41717.0,14476.65,543.0,56.0
509.0,44.0,40.0,4.746536,-74.044975,2849.0,41366.0,41993.0,3129.27,449.0,253.0
510.0,44.0,41.0,4.746536,-74.03598,2848.0,41337.0,41702.0,3011.0,262.0,45.0
511.0,44.0,35.0,4.746536,-74.089951,2863.0,41477.0,41912.0,12321.0,312.0,195.0
512.0,44.0,35.0,4.746536,-74.089951,2863.0,41519.0,41698.0,2094.7,130.0,43.0
513.0,44.0,37.0,4.746536,-74.07196,2858.0,41571.0,42301.0,9419.0,522.0,261.0
514.0,44.0,34.0,4.746536,-74.098946,2864.0,40817.0,41790.0,41264.0,695.0,108.0
515.0,44.0,37.0,4.746536,-74.07196,2858.0,41030.0,41943.0,36477.0,654.0,218.0
516.0,44.0,34.0,4.746536,-74.098946,2864.0,40982.0,42903.0,14999.47,1373.0,261.0
517.0,44.0,36.0,4.746536,-74.080956,2859.0,41452.0,42365.0,40980.02,652.0,261.0
518.0,45.0,33.0,4.755493,-74.107941,3005.0,41120.0,41850.0,12664.09,523.0,151.0
519.0,45.0,38.0,4.755493,-74.062965,295.0,41155.0,41701.0,6976.82,391.0,44.0
520.0,45.0,33.0,4.755493,-74.107941,3005.0,41568.0,42024.0,5402.17,327.0,261.0
521.0,45.0,38.0,4.755493,-74.062965,295.0,41681.0,42104.0,25535.0,304.0,232.0
522.0,45.0,37.0,4.755493,-74.07196,3008.0,41680.0,42153.0,12040.0,340.0,233.0
523.0,45.0,38.0,4.755493,-74.062965,295.0,40634.0,41791.0,56909.06,826.0,108.0
524.0,45.0,38.0,4.755493,-74.062965,295.0,41197.0,42246.0,1347.8,750.0,261.0
525.0,45.0,41.0,4.755493,-74.03598,296.0,41487.0,42217.0,10415.0,522.0,261.0
526.0,45.0,41.0,4.755493,-74.03598,296.0,40634.0,41852.0,20722.67,871.0,153.0
527.0,45.0,40.0,4.755493,-74.044975,3014.0,41518.0,42004.0,50214.15,348.0,261.0
528.0,45.0,39.0,4.755493,-74.05397,3011.0,41640.0,41943.0,5285.0,218.0,218.0
529.0,45.0,40.0,4.755493,-74.044975,3014.0,40553.0,41955.0,28835.3,1003.0,226.0
530.0,45.0,41.0,4.755493,-74.03598,296.0,41548.0,42278.0,7990.24,523.0,261.0
531.0,45.0,38.0,4.755493,-74.062965,295.0,41421.0,41789.0,2956.78,265.0,108.0
532.0,45.0,38.0,4.755493,-74.062965,295.0,41730.0,41904.0,31.931,125.0,125.0
533.0,45.0,40.0,4.755493,-74.044975,3014.0,40798.0,42063.0,46739.43,905.0,261.0
534.0,45.0,39.0,4.755493,-74.05397,3011.0,40981.0,42369.0,47876.0,993.0,261.0
535.0,46.0,42.0,4.764458,-74.026985,3016.0,41249.0,41799.0,596.0,393.0,114.0
536.0,46.0,41.0,4.764458,-74.03598,3012.0,41548.0,42119.0,10540.87,409.0,261.0
537.0,46.0,41.0,4.764458,-74.03598,3012.0,41246.0,41963.0,7560.85,514.0,232.0
538.0,46.0,40.0,4.764458,-74.044975,3013.0,40831.0,42063.0,36101.0,880.0,261.0
539.0,46.0,40.0,4.764458,-74.044975,3013.0,41460.0,41958.0,32930.8,356.0,228.0
540.0,46.0,42.0,4.764458,-74.026985,3016.0,41079.0,41809.0,17944.06,523.0,122.0
541.0,46.0,42.0,4.764458,-74.026985,3016.0,41140.0,41870.0,2653.79,522.0,165.0
542.0,47.0,40.0,4.773422,-74.044975,3083.0,41690.0,41839.0,8000.0,107.0,107.0
543.0,50.0,40.0,4.800316,-74.044975,3204.0,41537.0,41963.0,4800.61,305.0,232.0
